2024-12-12 12:16:54.620810,0x433acb14,13.21625
2024-12-12 12:20:36.622315,0x433abf20,13.2425
2024-12-12 12:20:36.673317,0x433aafcc,18.2925
2024-12-12 12:21:48.334256,0x433acb14,13.245
2024-12-12 12:23:11.270875,0x433b0098,13.23125
2024-12-12 12:23:32.191518,0x433ad35c,13.25375
2024-12-12 12:25:22.428234,0x433aad0c,13.23875
2024-12-12 12:25:27.357214,0x433aafcc,18.29
2024-12-12 12:26:52.335204,0x433acb14,13.245
2024-12-12 12:30:13.615862,0x433abf20,13.24875
2024-12-12 12:31:52.154958,0x433acb14,13.24
2024-12-12 12:33:13.056036,0x433b0098,13.22
2024-12-12 12:33:34.600178,0x433ad35c,13.2575
2024-12-12 12:35:09.421422,0x433abf20,13.24625
2024-12-12 12:35:30.013612,0x433aad0c,13.24
2024-12-12 12:36:51.156989,0x433acb14,13.2475
