2024-12-07 14:51:11.178324,0x433aafcc,18.37125,72.5,-5.5,5,-108,5
2024-12-07 14:51:44.001905,0x433ad35c,13.4425,63.75,4.75,3,-91,3
2024-12-07 14:52:13.013859,0x433bc2b0,13.28625,60.0,5.5,3,-81,3
2024-12-07 14:53:16.482781,0x433abf20,13.28875,71.25,-0.25,3,-102,3
2024-12-07 14:53:24.087611,0x433aad0c,13.275,85.0,6.25,3,-45,3
2024-12-07 14:55:12.108112,0x433abf20,13.295,66.25,1.25,3,-100,3
2024-12-07 14:56:12.355140,0x433aafcc,18.36625,66.25,-5.0,5,-107,5
2024-12-07 14:57:54.816005,0x433b0098,13.2275,116.25,5.5,2,-81,2
2024-12-07 14:58:47.553584,0x433acb14,13.40125,75.0,-1.5,3,-100,3
2024-12-07 15:00:13.067871,0x433abf20,13.2925,63.75,-12.75,3,-104,3
2024-12-07 15:00:31.862416,0x433aafcc,18.37375,71.25,-3.0,5,-104,5
2024-12-07 15:01:46.912959,0x433ad35c,13.4275,76.25,2.0,3,-97,3
2024-12-07 15:02:12.078255,0x433bc2b0,13.2275,125.0,3.5,3,-91,3
2024-12-07 15:03:28.857498,0x433aad0c,13.285,62.5,6.0,3,-42,3
2024-12-07 15:03:50.219173,0x433acb14,13.4,65.0,-0.5,3,-102,3
2024-12-07 15:05:11.293451,0x433abf20,13.2875,73.75,0.5,3,-101,3
2024-12-07 15:05:32.703170,0x433aafcc,18.36875,83.75,-5.5,5,-108,5
